"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"BANK1",0.960187212331967,8.56968725971413,4.22555000006158,0.000285381436308852,0.217196412396689,0.0879992293703786
"ZNF57",-0.606020249119847,9.86219285741757,-4.19377457914231,0.000309603984687529,0.223384827646404,0.0266076273643234
"HLA-DRB5",1.28405307125421,13.3364499394761,4.18671797882322,0.000315254270365746,0.223384827646404,0.0129715902152512
"HLA-DPA1",1.13782234979567,11.7166425239322,4.13360632414789,0.000361194902854902,0.24472955681581,-0.0896807815900571
"R3HCC1L",0.993974916899258,7.65042518085549,4.10396099385868,0.000389662762336651,0.24472955681581,-0.146988591929725
"DACT2",1.38012946998606,6.28063526043845,4.09016307738946,0.00040366010247689,0.24472955681581,-0.173662639506572
"TFEC",0.915418308387786,6.38952413355816,4.08777238215048,0.00040613547013966,0.24472955681581,-0.178284343457492
"LTF",1.92650293138674,13.3624771338154,4.07760250333559,0.000416834614266064,0.24472955681581,-0.197944806649581
"MAST3",1.14415177377181,8.44358814332294,3.98329312194275,0.000530322802254596,0.302711201764714,-0.380237411391724
"SGPL1",-0.63130172737401,8.37557519110302,-3.95841460585357,0.000565039941627016,0.313810966499826,-0.428307545488429
"GLCCI1",0.732015445472037,8.5677310002144,3.93347872983789,0.000602087275458451,0.321677283696295,-0.47647616275637
"FCGR3B",1.2289237034288,8.70150676114549,3.92801974802075,0.000610512144832132,0.321677283696295,-0.487019375890202
"HLA-DRA",0.962842036067936,13.7565161740264,3.90866904542751,0.000641323695269731,0.329464015352443,-0.524386235291014
"CXCL1",1.92400208420094,8.11737300280432,3.89024878892355,0.000672076391390894,0.336841408943694,-0.559946624298129
"RASSF2",0.662844792340112,9.20861609193463,3.83279002926759,0.000777644303575795,0.366540765519204,-0.670798270607343
"MMP9",0.828077150370541,9.14147028024181,3.82915546438529,0.00078484567048737,0.366540765519204,-0.677806005077428
"NDUFC1",-0.741212737399872,10.2035315077055,-3.81086651335956,0.000822090519795009,0.375403068694836,-0.713060063415027
"DPPA5",-1.63944282084038,5.44961111354052,-3.78139616578031,0.000885794994428963,0.395700029141756,-0.769835544432859
"RITA1",-0.839754060178084,7.99009080285547,-3.7537122072234,0.000950045946505856,0.415372216058486,-0.823129990284087
"LY96",0.815883777399923,9.52322589242208,3.71993933557182,0.00103465017514026,0.429441692926509,-0.888088745226167
"CSF2RB",1.19209838298478,10.1961698522672,3.71748275727001,0.00104108489045693,0.429441692926509,-0.892811092375683
"TLR2",0.713393872966777,8.07925772663179,3.70111117529739,0.00108498236920263,0.437162798132253,-0.924273001495843
"PTAFR",0.743683031171645,8.26788672150376,3.67394615456479,0.00116185763130579,0.438677063814136,-0.976438466586844
"GMFG",1.12199142123575,8.91761134789945,3.67266116948428,0.00116562337785986,0.438677063814136,-0.978904801351767
"RGS18",1.36810849676287,7.00833123369665,3.66805451159691,0.00117922209906589,0.438677063814136,-0.987745633309951
"ARHGAP45",0.946045080293374,7.39271760953345,3.66593302088968,0.00118553684404151,0.438677063814136,-0.991816571571195
"CXCL6",1.64758158001645,6.62841391279766,3.6532421707762,0.00122400964421665,0.438677063814136,-1.01616234623884
"XK",-0.666278041673454,11.0805095882974,-3.64464406024909,0.00125076732016672,0.438677063814136,-1.03265000915585
"APOBR",1.41387327099393,6.27684535351706,3.63149564791323,0.0012927969299292,0.438677063814136,-1.05785249227652
"CD244",0.958021425406802,5.24162144044155,3.62993005207098,0.00129789263411893,0.438677063814136,-1.06085249236136
"KYNU",0.991596251873565,7.38332122153025,3.61865630629542,0.00133517136294142,0.438677063814136,-1.08244958778224
"KLHL6",1.12385927997615,8.0611143202072,3.61337783106662,0.0013529837832544,0.438677063814136,-1.0925580656247
"FCRL4",1.57469340786921,5.21196983540282,3.60516179543314,0.00138117260218927,0.438677063814136,-1.10828756704234
"SLC25A34",-1.25795420314075,7.0169127958918,-3.60330838057214,0.00138761054785726,0.438677063814136,-1.11183513831126
"SLC6A14",2.26980077931834,9.19219891261499,3.59065978376457,0.00143233640922121,0.439891953614691,-1.13603778039798
"CCDC63",-1.41908281850863,6.01576108957373,-3.58536224883697,0.00145148468153178,0.439891953614691,-1.14617037646429
"TMEM171",-0.871464372719577,9.20574859348761,-3.58421224454078,0.00145567438054402,0.439891953614691,-1.1483696694683
"LRRK2",0.731875994191033,7.49063449206015,3.57112314354454,0.00150420137676771,0.441173747620134,-1.17339337488224
"MTFR1L",-0.726920413899432,9.73567464457449,-3.56454235844293,0.001529192781503,0.441173747620134,-1.18596873578382
"PGLYRP3",-1.35973249725901,5.46850745150993,-3.5599052571863,0.00154704591535485,0.441173747620134,-1.19482751195427
"LPIN1",0.647546349173211,8.31579766032229,3.55471688891085,0.00156726281455398,0.441173747620134,-1.20473709677603
"HIST1H4L",1.67508339196249,5.64610934711744,3.53929720766952,0.00162888146411517,0.451657157414021,-1.23417325368153
"OPLAH",-0.661508982078287,8.63483666890752,-3.52907678306517,0.00167101984263025,0.451657157414021,-1.25367152465402
"SLFN11",0.889116009269506,8.70990964323742,3.52255530175038,0.00169846154992526,0.451657157414021,-1.26610771455485
"BTN3A2",0.778412176827223,9.98945517423208,3.5188139826264,0.00171440256354536,0.451657157414021,-1.27324035181289
"ERV9-1",-1.34018975761034,6.03694013363413,-3.50726529428983,0.00176453514432222,0.451842824675821,-1.29524847689364
