"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"KCNA5",-8.05159919379312,2.13763455734338,-8.81614891015517,4.19588884811376e-17,1.0910989360635e-14,28.2053026838359
"TSLP",-1.33734455667781,0.640965212031876,-8.80378523106148,4.59895226492802e-17,1.15734757847146e-14,28.1159802982821
"SLC38A7",8.54642435137653,13.0017835222734,8.80359954346931,4.60528913767069e-17,1.15734757847146e-14,28.1146394121451
"CIDEC",-39.718266359072,9.37713231694691,-8.8029163635045,4.62867820954589e-17,1.15734757847146e-14,28.1097061972856
"SRSF10",15.5287506772652,25.3484925232021,8.77962008318684,5.50065028620785e-17,1.35796433584698e-14,27.941635671741
"TNFRSF17",-15.4274809736624,6.39813231879985,-8.76687728631977,6.04450588818578e-17,1.47357497921609e-14,27.8498273494353
"EIF2AK1",64.1742188833632,106.438961163983,8.7541688487502,6.63986340633361e-17,1.59873155572499e-14,27.7583543295918
"PSMD14",11.4994180848679,18.8387976050718,8.73193816591504,7.82412146565939e-17,1.86090049932628e-14,27.5985531101167
"DDX18",18.685178166231,30.494967120152,8.72593642935382,8.17821398792705e-17,1.92168322176556e-14,27.5554568756468
"RAD51D",2.43284896919555,3.66238218009322,8.7135073961589,8.96272726607075e-17,2.08095321274021e-14,27.4662711348127
"WDR89",5.81964871754218,9.71054192676134,8.7038760887262,9.62148348740798e-17,2.20762108770492e-14,27.3972188063885
"ALDH3A1",-128.583777852062,43.5079645163802,-8.70010725602698,9.89211479976094e-17,2.24332459232253e-14,27.3702117144808
"CCAR1",22.3217148601128,38.2055073033791,8.67687044002286,1.17352235697969e-16,2.6307133940431e-14,27.2038708888262
"ANKRD35",-8.41831416652314,3.08205704280743,-8.67289302519921,1.20831341910537e-16,2.67792461509228e-14,27.1754282541451
"SPX",-1.05181485647081,0.293114925229621,-8.65855179620056,1.34244913950104e-16,2.94177365929088e-14,27.0729458419931
"PRPF40A",22.6788218040854,38.1001652164258,8.63764685288723,1.56477751865944e-16,3.390872882935e-14,26.9237620591948
"ZWILCH",12.0320428967057,14.7847712832123,8.61443940658335,1.8544511431972e-16,3.97443523579945e-14,26.7584296301738
"KCNE2",-72.6852072622249,13.5574815978105,-8.59607450948338,2.12077723269879e-16,4.44799540134596e-14,26.6278074713228
"FXYD6",-33.3706128330618,12.3952672844817,-8.59531745316376,2.13253307924439e-16,4.44799540134596e-14,26.6224268490966
"PAM16",4.78197370333055,7.8429261346546,8.5938027146067,2.15624842869818e-16,4.44799540134596e-14,26.6116621116331
"PTN",-34.6875135847668,16.7057795543015,-8.59098970696402,2.20098446486015e-16,4.44799540134596e-14,26.5916743937627
"AKR1B15",-4.68849960219939,1.24016870079644,-8.58974983475714,2.22099297644028e-16,4.44799540134596e-14,26.5828659254281
"PNO1",15.4151242389156,24.5373150034432,8.58959642967917,2.22348103958685e-16,4.44799540134596e-14,26.5817761436532
