"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"GPR21",-1.28880639996752,0.720617352754825,-5.08987407643786,2.97218799379572e-05,0.000462040133580971,2.06619116947661
"ITGB2",1.36307169769752,2.16138348840555,4.96789791316893,4.07310501887591e-05,0.000621875855560518,1.75378474560087
"TNFSF12",-0.735339655380946,2.3161959035855,-4.92692296566301,4.52840012816191e-05,0.000679260019224286,1.64881574795288
"TLR5",1.25097635426765,1.03310678416943,4.90100189324662,4.84247402558995e-05,0.000713847464117139,1.5824111696868
"CCL4",1.0163092445296,1.73305963334975,4.89217011111662,4.95440564181282e-05,0.000717968953177959,1.55978627442048
"TNFRSF13B",0.878159508895259,1.8512225549498,4.78998041228618,6.45467358391623e-05,0.000919790985708063,1.29804295250885
"HBEGF",-1.09392023037247,1.18660702876535,-4.76999278806566,6.7975697207413e-05,0.000952774116595707,1.24686283728285
"CD6",1.27862722200541,4.05679561844637,4.74910151682409,7.17549209641713e-05,0.00098952350684462,1.19337652139427
"CD53",1.31879941178083,2.30517791456571,4.73572500556188,7.42845262046134e-05,0.00100814714134832,1.15913427880431
"ITGAX",1.14012516997193,1.11381134215527,4.7163611778296,7.81054155038074e-05,0.00104343953524618,1.10957229471245
"MAPK3",-0.959058181710853,4.93903538988116,-4.70219564440916,8.10246258376299e-05,0.00106578546294113,1.07332115849459
"CCND1",-0.783684055089014,4.4868462273004,-4.60624263508765,0.000103888852115788,0.00132690490764142,0.827923074496399
"STK17B",0.784552260672761,2.26113722074717,4.60590527590994,0.000103979682821023,0.00132690490764142,0.827060840014457
"GPR1",-0.883684153297778,0.758943807698812,-4.56721675801635,0.000114940368757555,0.0014452061071722,0.728209570267032
"ITGB4",-0.907182917204273,4.83183224064764,-4.53747426924366,0.00012414492620269,0.00153831756381594,0.652259697116977
"BSG",-0.72120169820971,4.23676862783658,-4.49667772730896,0.00013797875060707,0.00168531188241493,0.548151363290104
"CD40",1.06725124964482,1.5369658683532,4.46546099773973,0.000149593749595629,0.00180144585780652,0.468548757165882
"ICAM1",0.931561970095137,1.30669006337061,4.45921981864795,0.000152030353316449,0.00180536044563283,0.452640329486037
"VCAM1",1.12716860831459,1.74419934014747,4.43979038254289,0.000159871935092748,0.00187247266444246,0.403130426475759
"ICAM3",0.681725513444434,2.23509047235373,4.41569307254833,0.000170159579448694,0.00194334288563665,0.34175799557991
"CDKN2A",1.39535684610327,1.88654521104617,4.41499173079023,0.000170468674178654,0.00194334288563665,0.339972328277018
"JAG1",-0.712487208187538,3.232080466708,-4.38337226715688,0.000185000588047858,0.00208125661553841,0.259500613348782
"PF4",1.88994344613821,1.57495585651527,4.36270999668063,0.00019515649659583,0.00216699746220045,0.206952082577756
"TRAF3IP2",-0.628022204626857,2.66970966272007,-4.32348269462605,0.000215988335904963,0.00236756445126594,0.107274648102396
"EPHA1",1.04615200890766,1.91261948462717,4.31220446507051,0.000222377022047093,0.00240673865633246,0.0786382600938804
"SOCS2",-0.794903572114497,0.719726121763726,-4.30066625383258,0.0002291074234818,0.0024222008833007,0.049352262769875
"ITGA4",1.03677477882003,1.02866900838827,4.30005147254157,0.000229471662628488,0.0024222008833007,0.0477921430009713
"RHOB",-0.951758420207555,3.32820093731151,-4.24947440156671,0.000261494512229237,0.00272655863360973,-0.080447364519185
"ITGB6",-0.871916303397295,2.47310532657095,-4.23160590184545,0.000273838310492154,0.00281042156292587,-0.125699719638142
"CCL19",1.48785116508483,1.45342131573759,4.22840255735907,0.000276111592147103,0.00281042156292587,-0.133809167093506
"BMP6",0.816224296156469,0.788307682541481,4.21728386281392,0.000284148392158945,0.00285819853289292,-0.161949343602995
"ACVR1B",1.11010074985838,2.84893767465725,4.21089381648764,0.000288871846483744,0.00286309804954728,-0.178116559106719
"SEMA4D",0.746654436065474,2.44336794646718,4.20760554216672,0.000291332783989022,0.00286309804954728,-0.186434578690184
"TGFB1",0.94711296677795,1.49211630389721,4.19910575724405,0.000297790804265723,0.00288563705985074,-0.207930804462507
"EFNB2",-0.661086010481323,3.30720053175511,-4.19575404643312,0.000300376255352884,0.00288563705985074,-0.21640545550138
"SELPLG",0.810854594947863,2.15924694482667,4.18694756458558,0.000307276017930663,0.00291912217034129,-0.238666984346929
"ITGA3",-0.75351443263184,3.36696771089033,-4.15833680637965,0.000330795226418228,0.00310802108338005,-0.310937051900367
"KITLG",0.897196384390881,1.33965536727668,4.13051232230592,0.000355377303731658,0.00330269124663661,-0.38113923063411
"PTPN14",-0.750925379322864,1.02423612355371,-4.07836407627068,0.000406421540291156,0.00373645609622514,-0.512481388691467
"CXCL3",0.847861223382312,1.74067492070729,4.02803672104111,0.000462541780113974,0.00416287602102577,-0.638934278337882
"CR2",1.59875074447613,1.1619103371728,3.99721446720936,0.000500625576765693,0.00445869654306945,-0.716221886106434
"ADAM15",-0.770543941353699,2.30841178086765,-3.97877104456678,0.00052487846671555,0.00462650607259583,-0.762409699068969
"GDF11",-0.71258620115884,0.476092359676585,-3.95850536416897,0.000552866381666322,0.00482347710535414,-0.813107948940932
"IL1RN",-1.20845994782879,2.27272972597162,-3.91676417428708,0.000615234396149076,0.0052602540870746,-0.91734978061376
"AREG",-1.19408692501745,0.791182614854154,-3.88619730360748,0.00066525741531001,0.00563163455534711,-0.993524517006833
"GCNT1",-0.836248215729746,4.15623405198636,-3.88087404048556,0.000674369646458209,0.00563504826051085,-1.00677607390442
"IL7R",0.817196045064825,0.761520477439626,3.87522586492765,0.000684172478529891,0.00563504826051085,-1.02083171280142
"EFNB1",-0.633788794855684,3.0656957545294,-3.87450550124369,0.000685432770869156,0.00563504826051085,-1.02262400455502
"PECAM1",0.73977513056221,2.75200552183354,3.86812742918391,0.00069669154127387,0.00567305969323008,-1.03848938511066
"POR",-0.610418234032361,2.99821099552554,-3.85695559099683,0.00071685283996418,0.00578216205820164,-1.06626392940639
"ERBB2",-0.700259379857321,3.56246728822201,-3.83700610805492,0.000754292839100346,0.00602729324701679,-1.11581165966573
"MMP9",1.0573882659599,2.32813556121559,3.82231867926196,0.000783080551435228,0.00619938769886222,-1.15224926056104
"DNAJB1",-0.737983058981014,3.0959627287953,-3.81869065961575,0.000790356368586466,0.00619958435909567,-1.16124447188486
"ATP2A3",-0.612229161506948,4.94443115296895,-3.80726373119848,0.000813709639964613,0.00632474311063404,-1.18956184942241
"ERBB3",-0.743976116000158,3.04866691132102,-3.76521816303639,0.000905624158334661,0.00697575365203725,-1.2935659376296
"LTB",0.960920333913024,2.32353231406292,3.74562736428191,0.000951862065922717,0.00720214218021171,-1.34192079982799
"BDNF",-1.08637735103654,0.568071085885226,-3.72092065971268,0.00101348857789092,0.00760116433418188,-1.40280465512829
"IFNAR2",0.792332750223978,0.91563733335226,3.71241669849322,0.00103559248318887,0.00764170828643577,-1.42373479838892
"CD14",0.8750380595976,1.8634413024362,3.71196876831673,0.00103676977921234,0.00764170828643577,-1.4248368825661
"GAK",-0.676602855507855,3.0562351433844,-3.69856015636886,0.00107262563077894,0.0078384180710769,-1.45780996755579
"EGFR",-0.624290770726512,2.4593157825617,-3.65255079839925,0.00120514072175866,0.00873216370426827,-1.57069036423725
"TGIF1",-0.878737785569527,1.24564196810323,-3.63714901551587,0.00125298345540441,0.00900252818798966,-1.60838468259055
"MST1R",-0.614904806308603,3.0389381893037,-3.58207564706164,0.00143974255304033,0.0101735840335876,-1.74277485743935
"SHC1",-0.675484077913415,4.01149619708708,-3.58206797590167,0.00143977037200479,0.0101735840335876,-1.74279353242572
"TNFSF13B",0.808517522804378,0.911417823520189,3.56802917809194,0.00149157067006249,0.0104532206795363,-1.77694904691722
"GRB14",0.903590968284615,0.650554275774139,3.56355440909538,0.00150846085417272,0.0104856425229079,-1.78782695562183
"CCL15",1.36270130396498,1.7049652622641,3.55748523722747,0.00153166781145339,0.0105610966031665,-1.80257381753552
"PTPN3",-0.585830167521147,2.15231002991171,-3.51029499772192,0.00172439002543797,0.0117948277739957,-1.91695839425234
"RPSA",-0.679320393242285,6.02118818837466,-3.50243419441847,0.0017587112036449,0.011934111739019,-1.93596336416017
"IL36A",0.717742155041508,0.673390942136311,3.49091395630477,0.00181021512675141,0.0120081137468069,-1.96378995419834
"CXCL13",1.14807277474533,0.871281312488687,3.49018926088582,0.00181350370533125,0.0120081137468069,-1.96553939164657
"TRAF3",0.634948891391627,2.13728493089965,3.48900155025846,0.00181890597559829,0.0120081137468069,-1.96840629753529
"NFKB1",-0.707978425631562,1.930641236144,-3.48749192858345,0.00182579507261392,0.0120081137468069,-1.97204975982355
"CD3D",0.814295385693616,0.740692694491144,3.47823606052705,0.00186859264199702,0.0121957764038737,-1.99437706597801
"DYNLL1",-0.645299928280761,3.64735372035323,-3.46216661905298,0.00194522557530696,0.0125997565673292,-2.03309221833266
"ITGB1",-0.638689861257721,4.47723679041404,-3.42799253179087,0.00211849757972197,0.0135172793333007,-2.11521916299193
"CCL18",1.05869926629827,1.79862181290048,3.38413205824436,0.00236297492446902,0.0147470332877446,-2.22020028771327
"FOS",-1.19968388871087,3.827524404266,-3.37783001801963,0.00240027926147955,0.0148712954243842,-2.2352441922646
"IL10RB",-0.88425225656694,2.18384548029267,-3.35594313731429,0.0025343257719509,0.0155888383814246,-2.28741128850064
"MDK",-0.717603056536411,3.58449300474925,-3.32599763148573,0.00272953689858211,0.0165514471509767,-2.3585809151432
"PIAS3",-0.752846158935018,1.29502799942281,-3.28998173490304,0.00298364951608898,0.0178393030507418,-2.4438555821573
"HLA-A",0.616225149764314,8.07833138523991,3.2523231340147,0.0032737728159872,0.0193039707425452,-2.53263214642345
"MMP7",0.879600640990929,0.79819587495071,3.24578067244993,0.00332687929890988,0.0193503777138843,-2.54801405776699
"TGFBRAP1",-0.783406312399246,1.79593038083226,-3.24577728062308,0.00332690704554501,0.0193503777138843,-2.54802202904302
"LGALS3",-0.630676275805954,5.21015789832461,-3.22907799986346,0.00346625651980597,0.0200246575975277,-2.58722710583871
"ITGB7",0.82088347826293,1.73629142305657,3.19473492274724,0.00377074417131219,0.0214977095237725,-2.66759584539061
"PTN",0.697019016852404,1.18607702692782,3.19465001492007,0.00377152798662676,0.0214977095237725,-2.66779410661195
"ENG",0.606462039432074,2.71090645170635,3.17538999140963,0.0039534381550249,0.0223853617387171,-2.7127099700757
"DOK2",0.647179959640003,1.76407704041493,3.16180131462729,0.00408683315461694,0.0229884364947203,-2.74433137567754
"OSMR",0.707222284332442,0.924858785101537,3.14652350007578,0.00424198012673712,0.023705183061178,-2.77981497600733
"IL1B",-0.938874749243028,1.62071043284698,-3.11760074345638,0.00455133259152142,0.0249448036266078,-2.84678809680378
"PLAUR",-0.858508419235602,2.91615577746559,-3.11190343722495,0.00461477282133859,0.0251314061289458,-2.8599491744721
"S100A1",-0.616691455479724,0.992631179240026,-3.07052440198937,0.0051016657446783,0.0273294349560431,-2.95521935165437
"CCR1",0.836421253678684,0.834378649306178,3.06176045838346,0.00521092754284095,0.0276057245857303,-2.97532457612553
"BCL10",-0.784945439553252,2.05708952262201,-3.04043897934356,0.00548618225628729,0.0285449405039713,-3.02412978474944
"FGFR4",-0.693021617834489,0.532127254682266,-2.97859805216272,0.00636539582476345,0.0322675898327951,-3.1647978999066
"MFNG",0.659354510112126,0.729639586774109,2.97776977150674,0.00637803822426009,0.0322675898327951,-3.16667283078289
"TFDP2",-0.78136331324487,1.96962436835036,-2.95638838274523,0.00671280204056563,0.0337614455569624,-3.21498727673914
"IL2RB",0.757044593445251,1.40442123126327,2.95310088511609,0.00676573616687532,0.0338286808343766,-3.22240119980992
"FLT4",0.62544284033706,0.839682223777612,2.94916614465945,0.00682961484280578,0.0339495388988311,-3.23126960050232
"CD9",-0.699289657604086,3.34890175116459,-2.9335286826895,0.00708920460359416,0.0346358282061315,-3.26645837745078
"WNT16",0.730423390625253,1.52875736438221,2.88391021095914,0.00797647018613211,0.0385755432150463,-3.37751114552191
"CASP1",0.749687036638173,1.92303217711733,2.88341612416556,0.00798581420943063,0.0385755432150463,-3.37861229359825
"IL13",-0.643243661864374,0.746929003695731,-2.87334052539392,0.00817864240217711,0.0392850519879856,-3.4010468728264
"BGN",0.89681512845014,1.22164601957884,2.84372298948215,0.00877136333983614,0.0418967355059212,-3.4667662915563
"CCNE2",-0.705081662063922,1.96751142743069,-2.83157660554731,0.00902602272199188,0.0426418390727008,-3.49361888382543
"EFNA3",0.675730734567229,1.85242000168248,2.79592871345447,0.0098144186510185,0.0452368066280379,-3.57208732781742
"CDK7",-0.59765585749786,1.74720476623651,-2.79477505691257,0.00984098951206439,0.0452368066280379,-3.57461819722648
"CDK5R2",0.62561998949145,1.8279370429632,2.78623471330377,0.0100398133623276,0.0459039594908562,-3.59333695515723
"IL1R2",-0.993768400185439,3.8519516698699,-2.76223867134993,0.0106189442137495,0.0482936026742333,-3.64577114616496
